"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","BCI","AMPLITUD","LTRENDIDX","M","1950-01",101.1873,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1950-02",101.7687,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1950-03",102.5436,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1950-04",103.6477,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1950-05",104.7607,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1950-06",105.4155,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1950-07",105.4402,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1950-08",104.7506,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1950-09",103.5376,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1950-10",102.5562,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1950-11",102.5249,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1950-12",103.0104,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1951-01",103.3779,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1951-02",103.2475,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1951-03",102.2917,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1951-04",100.7191,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1951-05",99.33513,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1951-06",98.28787,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1951-07",97.7925,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1951-08",97.95353,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1951-09",98.45938,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1951-10",98.7746,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1951-11",98.69409,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1951-12",98.38123,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-01",97.88304,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-02",97.27811,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-03",96.75081,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-04",96.51309,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-05",96.90777,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-06",97.86884,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-07",99.18645,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-08",100.4409,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-09",100.863,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-10",100.9295,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-11",100.9287,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-12",100.9171,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-01",100.8616,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-02",100.4155,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-03",99.8222,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-04",99.41902,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-05",99.07607,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-06",98.74087,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-07",98.26308,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-08",97.63543,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-09",96.95329,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-10",96.38273,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-11",96.06531,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-12",96.02908,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-01",96.38819,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-02",97.07291,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-03",97.89453,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-04",98.63795,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-05",99.1824,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-06",99.46462,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-07",99.49983,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-08",99.57061,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-09",100.0975,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-10",100.8377,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-11",101.5132,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-12",102.1767,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-01",102.6782,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-02",103.179,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-03",103.4619,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-04",103.5608,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-05",103.4075,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-06",103.0152,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-07",102.8205,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-08",102.6152,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-09",102.4237,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-10",102.3791,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-11",102.349,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-12",102.2864,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-01",101.8594,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-02",101.3615,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-03",100.8671,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-04",100.258,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-05",99.48212,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-06",98.85656,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-07",98.73627,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-08",99.31516,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-09",99.92189,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-10",100.1606,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-11",100.2464,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-12",100.1072,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-01",99.83955,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-02",99.30616,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-03",98.61552,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-04",98.04281,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-05",97.89608,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-06",98.0525,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-07",98.17574,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-08",98.14845,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-09",97.90192,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-10",97.3492,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-11",96.74928,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-12",96.15277,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-01",95.83689,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-02",96.05394,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-03",96.54631,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-04",97.22452,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-05",98.28732,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-06",99.37863,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-07",100.2914,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-08",101.0072,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-09",101.5602,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-10",101.9349,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-11",102.1008,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-12",102.2276,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-01",102.6131,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-02",103.0381,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-03",103.2998,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-04",103.3758,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-05",103.2089,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-06",102.5849,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-07",101.6049,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-08",100.4148,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-09",99.5017,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-10",99.37674,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-11",99.8861,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-12",100.6659,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-01",100.8447,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-02",100.0542,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-03",99.02774,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-04",98.22336,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-05",97.79051,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-06",97.78544,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-07",97.96801,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-08",98.23079,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-09",98.25157,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-10",98.14934,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-11",97.94518,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-12",97.80592,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-01",97.84776,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-02",98.27559,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-03",99.24689,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-04",100.3732,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-05",101.0446,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-06",101.3054,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-07",101.489,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-08",101.7691,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-09",101.9989,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-10",102.0206,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-11",101.977,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-12",102.1017,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-01",102.0085,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-02",101.7915,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-03",101.3418,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-04",100.6105,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-05",99.94155,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-06",99.5069,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-07",99.2925,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-08",99.20318,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-09",99.32412,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-10",99.65686,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-11",100.1161,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-12",100.4797,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-01",100.5417,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-02",100.55,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-03",100.6731,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-04",100.9679,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-05",101.1628,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-06",101.0461,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-07",100.7887,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-08",100.6845,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-09",100.7718,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-10",100.8427,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-11",100.7804,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-12",100.6766,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-01",100.8466,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-02",101.1088,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-03",101.3446,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-04",101.425,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-05",101.5164,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-06",101.7647,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-07",102.0863,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-08",102.2491,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-09",102.2108,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-10",102.0504,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-11",102.0065,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-12",102.025,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-01",102.0622,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-02",102.2078,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-03",102.3177,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-04",102.128,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-05",101.8039,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-06",101.4466,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-07",101.2529,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-08",101.2595,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-09",101.3957,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-10",101.4763,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-11",101.7493,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-12",102.2493,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-01",102.7136,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-02",102.8822,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-03",102.7412,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-04",102.2827,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-05",101.6933,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-06",101.4594,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-07",101.4249,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-08",101.3319,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-09",101.161,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-10",100.8006,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-11",100.2646,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-12",99.69969,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-01",99.09702,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-02",98.55055,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-03",98.0826,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-04",97.83684,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-05",98.00451,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-06",98.48126,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-07",99.09993,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-08",99.69559,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-09",100.1229,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-10",100.2964,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-11",100.3995,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-12",100.5221,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-01",100.5813,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-02",100.5287,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-03",100.5265,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-04",100.6231,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-05",100.4733,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-06",100.2303,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-07",100.0597,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-08",99.95871,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-09",100.068,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-10",100.4426,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-11",100.7313,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-12",100.7435,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-01",100.7027,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-02",100.7632,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-03",100.7679,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-04",100.683,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-05",100.6164,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-06",100.4552,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-07",100.2856,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-08",100.2718,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-09",100.2597,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-10",100.1915,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-11",99.95264,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-12",99.55808,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-01",99.06121,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-02",98.66574,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-03",98.44525,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-04",98.43243,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-05",98.72176,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-06",99.03475,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-07",98.94893,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-08",98.50343,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-09",97.90804,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-10",97.47033,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-11",97.43735,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-12",98.03282,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-01",98.85412,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-02",99.61949,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-03",99.93571,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-04",100.158,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-05",100.226,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-06",100.2184,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-07",100.2148,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-08",100.2086,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-09",100.2525,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-10",100.2757,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-11",100.3936,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-12",100.8609,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-01",101.3179,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-02",101.5718,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-03",101.6103,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-04",101.5837,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-05",101.5779,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-06",101.5231,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-07",101.6943,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-08",102.1066,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-09",102.6971,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-10",103.29,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-11",103.8065,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-12",104.1196,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-01",104.2211,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-02",104.0492,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-03",103.7643,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-04",103.3321,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-05",102.8083,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-06",102.3232,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-07",101.9225,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-08",102.0995,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-09",102.4994,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-10",102.8971,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-11",102.9856,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-12",102.6139,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-01",102.1467,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-02",101.7757,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-03",101.6334,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-04",101.3398,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-05",100.8986,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-06",100.5428,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-07",100.187,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-08",99.54752,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-09",98.52147,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-10",97.37898,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-11",96.21088,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-12",95.24665,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-01",94.89194,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-02",95.04375,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-03",95.3981,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-04",96.16975,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-05",97.07829,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-06",97.96635,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-07",98.76261,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-08",99.51243,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-09",100.0763,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-10",100.3694,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-11",100.5042,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-12",100.757,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-01",101.1971,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-02",101.5282,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-03",101.5675,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-04",101.5499,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-05",101.3594,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-06",101.0638,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-07",100.6821,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-08",100.3382,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-09",100.1011,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-10",99.99919,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-11",100.0448,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-12",100.3129,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-01",100.4716,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-02",100.6678,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-03",100.9452,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-04",101.0945,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-05",101.1774,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-06",101.0238,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-07",100.8084,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-08",100.5215,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-09",100.3956,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-10",100.5339,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-11",100.7994,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-12",101.0311,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-01",100.9424,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-02",100.7618,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-03",100.7556,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-04",101.0557,
