Date,predicted_probability
1985-12-31,0.12981372411549796
1986-01-31,0.12146042300810547
1986-02-28,0.14700554416111425
1986-03-31,0.15453343621040477
1986-04-30,0.1625227120095335
1986-06-30,0.14192652602644673
1986-07-31,0.13594565055683888
1986-09-30,0.11971809460041094
1986-10-31,0.12411799413301074
1986-12-31,0.2880570242014079
1987-03-31,0.12970742166645985
1987-04-30,0.13078982253566693
1987-06-30,0.12645996304159185
1987-07-31,0.1262760464904971
1987-08-31,0.1301952381532797
1987-09-30,0.14678812951525208
1987-11-30,0.12336553056233436
1987-12-31,0.12432436963425629
1988-02-29,0.12511167490964709
1988-03-31,0.1276363261538701
1988-05-31,0.132583860493518
1988-06-30,0.1308605780653741
1988-08-31,0.13152769785498863
1988-09-30,0.13658036128670042
1988-10-31,0.14314363850996595
1988-11-30,0.13986500627526008
1989-01-31,0.18968697160773762
1989-02-28,0.14183489980097633
1989-03-31,0.2654604206147922
1989-05-31,0.17033021533650874
1989-06-30,0.20792818210814532
1989-07-31,0.25232346508342735
1989-08-31,0.1402792085172441
1989-10-31,0.16636228275425305
1989-11-30,0.1763152239692531
1990-01-31,0.13049009650154603
1990-02-28,0.1196368795994991
1990-04-30,0.1392418087424316
1990-05-31,0.12531713565358404
1990-07-31,0.13246391252254358
1990-08-31,0.13657579626548857
1990-10-31,0.13208093102339274
1990-11-30,0.14297755139582327
1990-12-31,0.1333503088694357
1991-01-31,0.12263612113484453
1991-02-28,0.13368761933462917
1991-04-30,0.12391095513988158
1991-05-31,0.12544248485786846
1991-07-31,0.12659910124996673
1991-09-30,0.1209750750513663
1991-10-31,0.1253653084182624
1991-12-31,0.12983582843207034
1992-01-31,0.13339814812125658
1992-03-31,0.11915611637202715
1992-04-30,0.10692925052428447
1992-06-30,0.11978612443599793
1992-07-31,0.14674866145660245
1992-08-31,0.12541048014683615
1992-09-30,0.12119233081820194
1992-11-30,0.11816969263164297
1992-12-31,0.12141346548585832
1993-03-31,0.127968225369385
1993-04-30,0.1272733626216854
1993-06-30,0.1254020031756769
1993-08-31,0.12485215557442969
1993-09-30,0.12699350017382566
1993-11-30,0.12460734556356866
1993-12-31,0.12406502675425303
1994-01-31,0.1266077825528299
1994-02-28,0.1284598762941939
1994-03-31,0.12785646573192333
1994-05-31,0.13929013695449782
1994-06-30,0.1322114194140238
1994-08-31,0.12901832073379946
1994-09-30,0.13258761712472644
1994-10-31,0.12781730286988158
1994-11-30,0.1334684368696255
1995-01-31,0.1350954746312458
1995-02-28,0.1727330704189189
1995-03-31,0.1400950467449818
1995-05-31,0.10950404644655275
1995-06-30,0.112325634629772
1995-07-31,0.12662243295510356
1995-08-31,0.12028127480501138
1995-10-31,0.11043707114252978
1995-11-30,0.1430933009228141
1996-01-31,0.11685546815067767
1996-02-29,0.14697854350349893
1996-04-30,0.1352896105967285
1996-05-31,0.1339007310629008
1996-07-31,0.14542450913268107
1996-09-30,0.13722593257566115
1996-10-31,0.13440391543003602
1996-12-31,0.13538760665429356
1997-01-31,0.1361714450367535
1997-02-28,0.13590241109477522
1997-03-31,0.14365853469736875
1997-04-30,0.1424392915284999
1997-06-30,0.14198951696618403
1997-07-31,0.11249670350169676
1997-09-30,0.12864325773017504
1997-10-31,0.10897506330475006
1997-12-31,0.1303999230304922
1998-03-31,0.11927667480978561
1998-04-30,0.1045727918887009
1998-06-30,0.15160878690686377
1998-07-31,0.13268299084703777
1998-08-31,0.2303076229789763
1998-09-30,0.40259349623395635
1998-11-30,0.2864218150711504
1998-12-31,0.2972314358412708
1999-03-31,0.10830571337867785
1999-04-30,0.11805554849530286
1999-06-30,0.12752243945342537
1999-08-31,0.12607961156350653
1999-09-30,0.13831715780241552
1999-11-30,0.14373432285259477
1999-12-31,0.13197954158818317
2000-01-31,0.14224929528550243
2000-02-29,0.16002411579631898
2000-03-31,0.16679642648732257
2000-05-31,0.15452243866127147
2000-06-30,0.20380840776714815
2000-07-31,0.33193110736470216
2000-08-31,0.8081598667589683
2000-10-31,0.8097403944996774
2000-11-30,0.9110734283450871
2001-01-31,0.3647359693229116
2001-02-28,0.5348759395270511
2001-04-30,0.1752999725679385
2001-05-31,0.15345268074835375
2001-07-31,0.1375433523048531
2001-08-31,0.1380437448033316
2001-10-31,0.1467797049430016
2001-11-30,0.1223841972252531
2001-12-31,0.1280774156398179
2002-01-31,0.1262287354101583
2002-02-28,0.12537470714147758
2002-04-30,0.12848951476012838
2002-05-31,0.12700981901784625
2002-07-31,0.12463506095351579
2002-09-30,0.1364651569758037
2002-10-31,0.13453745060837688
2002-12-31,0.1307350395345034
2003-01-31,0.12761631320724334
2003-02-28,0.1372267598845225
2003-03-31,0.13135679998792396
2003-04-30,0.13128068930380865
2003-06-30,0.13616638395213015
2003-07-31,0.12505754262032115
2003-09-30,0.12559828584764146
2003-10-31,0.12465162745263625
2003-12-31,0.12383650067533675
2004-03-31,0.1291882595733956
2004-04-30,0.1263867610999909
2004-06-30,0.12618816581545023
2004-08-31,0.1367615487757647
2004-09-30,0.14013025570723137
2004-11-30,0.1443488725311697
2004-12-31,0.15347763931230998
2005-01-31,0.1361945891170295
2005-02-28,0.15545112743458436
2005-03-31,0.14223887309856076
2005-05-31,0.1375448200896565
2005-06-30,0.12413700585749408
2005-08-31,0.22886984123890228
2005-09-30,0.13176686757136946
2005-10-31,0.14692127799576013
2005-11-30,0.18025701311269812
2006-01-31,0.3958776242777293
